Event_ID,Timestamp,Gate_ID,Ticket_Class,Purchase_Type,Staff_On_Duty,Gate_Status,Alerts,Total_Attendance,Zone_Attendance,Sellout_Rate(%),Drill_Timestamp,Evacuation_Time(min),Congestion_Hotspot
5749,01/25/2025 11:30,South,VIP,Pre,17,Open,None,57417,15242,100,01/26/2025 11:30,4.5,Z4
5750,01/25/2025 11:40,South,VIP,Pre,21,Open,None,57417,6554,100,01/26/2025 11:40,3.38,Z10
5751,01/25/2025 11:50,South,VIP,Pre,14,Open,None,57417,14343,100,01/26/2025 11:50,3.17,Z4
5752,01/25/2025 12:00,South,VIP,Pre,20,Open,None,57417,8065,100,01/26/2025 12:00,4.0,Z3
5753,01/25/2025 12:10,South,VIP,Pre,24,Open,None,57417,7394,100,01/26/2025 12:10,7.63,Z9
5754,01/25/2025 12:20,South,VIP,Pre,22,Open,None,57417,14043,100,01/26/2025 12:20,5.01,Z5
5755,01/25/2025 12:30,South,VIP,At-Gate,12,Open,None,57417,15932,100,01/26/2025 12:30,5.66,Z1
5756,01/25/2025 12:40,South,VIP,Pre,18,Open,None,57417,19257,100,01/26/2025 12:40,7.91,Z1
5757,01/25/2025 12:50,South,VIP,At-Gate,22,Open,None,57417,10516,100,01/26/2025 12:50,3.61,Z7
5758,01/25/2025 13:00,South,VIP,At-Gate,15,Open,None,57417,6420,100,01/26/2025 13:00,5.49,Z6
5759,01/25/2025 13:10,South,VIP,Pre,13,Open,None,57417,8147,100,01/26/2025 13:10,7.66,Z7
5760,01/26/2025 14:00,East,VIP,Pre,11,Open,None,50905,12875,99,01/27/2025 14:00,7.05,Z3
5761,01/26/2025 14:10,East,VIP,At-Gate,13,Open,None,50905,9522,99,01/27/2025 14:10,5.76,Z4
5762,01/26/2025 14:20,East,VIP,At-Gate,17,Open,None,50905,14552,99,01/27/2025 14:20,6.63,Z9
5763,01/26/2025 14:30,East,VIP,At-Gate,10,Open,None,50905,11599,99,01/27/2025 14:30,6.49,Z9
5764,01/26/2025 14:40,East,VIP,At-Gate,22,Open,None,50905,4756,99,01/27/2025 14:40,5.51,Z10
5765,01/26/2025 14:50,East,VIP,At-Gate,20,Open,None,50905,9080,99,01/27/2025 14:50,4.8,Z7
5766,01/26/2025 15:00,East,VIP,Pre,23,Open,None,50905,4820,99,01/27/2025 15:00,5.76,Z9
5767,01/26/2025 15:10,East,VIP,Pre,21,Open,None,50905,9284,99,01/27/2025 15:10,5.62,Z10
5768,01/26/2025 15:20,East,VIP,Pre,23,Open,None,50905,8922,99,01/27/2025 15:20,4.94,Z3
5769,01/26/2025 15:30,East,VIP,At-Gate,16,Open,None,50905,14388,99,01/27/2025 15:30,6.29,Z4
5770,01/26/2025 15:40,East,VIP,At-Gate,12,Open,None,50905,9055,99,01/27/2025 15:40,5.99,Z4
5771,01/26/2025 15:50,East,VIP,Pre,13,Open,None,50905,10444,99,01/27/2025 15:50,3.19,Z10
5772,01/26/2025 16:00,East,VIP,At-Gate,13,Open,None,50905,8622,99,01/27/2025 16:00,7.88,Z5
5773,01/26/2025 16:10,East,VIP,At-Gate,15,Open,None,50905,10508,99,01/27/2025 16:10,4.36,Z2
5774,01/26/2025 16:20,East,VIP,At-Gate,22,Open,None,50905,6781,99,01/27/2025 16:20,3.35,Z3
5775,01/26/2025 16:30,East,VIP,At-Gate,18,Open,None,50905,14866,99,01/27/2025 16:30,4.91,Z6
5776,01/26/2025 16:40,East,VIP,Pre,18,Open,None,50905,8496,99,01/27/2025 16:40,5.1,Z5
5777,01/26/2025 16:50,East,VIP,Pre,20,Open,None,50905,15370,99,01/27/2025 16:50,4.9,Z3
5778,01/26/2025 17:00,East,VIP,Pre,15,Open,None,50905,11150,99,01/27/2025 17:00,4.47,Z8
5779,01/26/2025 17:10,East,VIP,Pre,18,Open,None,50905,5957,99,01/27/2025 17:10,4.14,Z5
5780,01/27/2025 10:00,East,Economy,At-Gate,17,Open,None,67071,12735,100,01/28/2025 10:00,4.4,Z5
5781,01/27/2025 10:10,East,Economy,At-Gate,22,Open,None,67071,4304,100,01/28/2025 10:10,3.09,Z8
5782,01/27/2025 10:20,East,Economy,Pre,10,Open,None,67071,13494,100,01/28/2025 10:20,6.87,Z6
5783,01/27/2025 10:30,East,Economy,Pre,19,Open,None,67071,9179,100,01/28/2025 10:30,6.57,Z5
5784,01/27/2025 10:40,East,Economy,At-Gate,13,Open,None,67071,10977,100,01/28/2025 10:40,5.51,Z1
5785,01/27/2025 10:50,East,Economy,At-Gate,16,Open,None,67071,12249,100,01/28/2025 10:50,5.93,Z6
5786,01/27/2025 11:00,East,Economy,At-Gate,17,Open,None,67071,15231,100,01/28/2025 11:00,5.82,Z8
5787,01/27/2025 11:10,East,Economy,Pre,11,Open,None,67071,14278,100,01/28/2025 11:10,6.12,Z5
5788,01/27/2025 11:20,East,Economy,At-Gate,10,Open,None,67071,5577,100,01/28/2025 11:20,6.0,Z8
5789,01/27/2025 11:30,East,Economy,Pre,9,Open,None,67071,16582,100,01/28/2025 11:30,5.38,Z3
5790,01/27/2025 11:40,East,Economy,Pre,18,Open,None,67071,8240,100,01/28/2025 11:40,6.03,Z3
5791,01/27/2025 11:50,East,Economy,Pre,17,Open,None,67071,15021,100,01/28/2025 11:50,3.56,Z1
5792,01/27/2025 12:00,East,Economy,At-Gate,14,Open,None,67071,6691,100,01/28/2025 12:00,6.68,Z2
5793,01/27/2025 12:10,East,Economy,Pre,22,Open,None,67071,5892,100,01/28/2025 12:10,4.89,Z6
5794,01/27/2025 12:20,East,Economy,At-Gate,15,Open,None,67071,3952,100,01/28/2025 12:20,7.5,Z6
5795,01/27/2025 12:30,East,Economy,Pre,16,Open,None,67071,12281,100,01/28/2025 12:30,7.56,Z9
5796,01/27/2025 12:40,East,Economy,Pre,17,Open,None,67071,6261,100,01/28/2025 12:40,6.09,Z7
5797,01/27/2025 12:50,East,Economy,Pre,18,Open,None,67071,11929,100,01/28/2025 12:50,3.66,Z10
5798,01/27/2025 13:00,East,Economy,At-Gate,15,Open,None,67071,14885,100,01/28/2025 13:00,7.44,Z3
5799,01/27/2025 13:10,East,Economy,At-Gate,18,Open,None,67071,14249,100,01/28/2025 13:10,4.11,Z6
5800,01/28/2025 14:00,South,VIP,Pre,19,Open,None,36871,10738,91,01/29/2025 14:00,3.1,Z10
5801,01/28/2025 14:10,South,VIP,Pre,21,Open,None,36871,10199,91,01/29/2025 14:10,6.04,Z9
5802,01/28/2025 14:20,South,VIP,At-Gate,11,Open,None,36871,10097,91,01/29/2025 14:20,4.51,Z7
5803,01/28/2025 14:30,South,VIP,At-Gate,20,Open,None,36871,2863,91,01/29/2025 14:30,7.24,Z4
5804,01/28/2025 14:40,South,VIP,Pre,9,Open,None,36871,8677,91,01/29/2025 14:40,4.31,Z8
5805,01/28/2025 14:50,South,VIP,At-Gate,21,Open,None,36871,13329,91,01/29/2025 14:50,3.56,Z10
5806,01/28/2025 15:00,South,VIP,Pre,21,Open,None,36871,6165,91,01/29/2025 15:00,6.15,Z1
5807,01/28/2025 15:10,South,VIP,At-Gate,12,Open,None,36871,6247,91,01/29/2025 15:10,6.08,Z5
5808,01/28/2025 15:20,South,VIP,At-Gate,6,Open,None,36871,18641,91,01/29/2025 15:20,4.79,Z4
5809,01/28/2025 15:30,South,VIP,Pre,16,Open,None,36871,4243,91,01/29/2025 15:30,4.53,Z7
5810,01/28/2025 15:40,South,VIP,At-Gate,11,Open,None,36871,10570,91,01/29/2025 15:40,4.89,Z2
5811,01/28/2025 15:50,South,VIP,At-Gate,11,Open,None,36871,6731,91,01/29/2025 15:50,5.4,Z3
5812,01/28/2025 16:00,South,VIP,Pre,11,Open,None,36871,7432,91,01/29/2025 16:00,5.53,Z6
5813,01/28/2025 16:10,South,VIP,Pre,18,Open,None,36871,14378,91,01/29/2025 16:10,5.51,Z8
5814,01/28/2025 16:20,South,VIP,At-Gate,9,Open,None,36871,8618,91,01/29/2025 16:20,4.44,Z1
5815,01/28/2025 16:30,South,VIP,Pre,29,Open,None,36871,10392,91,01/29/2025 16:30,5.2,Z5
5816,01/28/2025 16:40,South,VIP,Pre,17,Open,None,36871,16701,91,01/29/2025 16:40,4.47,Z5
5817,01/28/2025 16:50,South,VIP,At-Gate,27,Open,None,36871,4457,91,01/29/2025 16:50,3.97,Z9
5818,01/28/2025 17:00,South,VIP,At-Gate,9,Open,None,36871,9142,91,01/29/2025 17:00,5.41,Z6
5819,01/28/2025 17:10,South,VIP,Pre,14,Open,None,36871,9641,91,01/29/2025 17:10,6.54,Z10
5820,01/29/2025 08:00,West,Regular,At-Gate,12,Open,None,43705,4386,89,01/30/2025 08:00,5.8,Z4
5821,01/29/2025 08:10,West,Regular,At-Gate,23,Open,None,43705,15670,89,01/30/2025 08:10,3.08,Z2
5822,01/29/2025 08:20,West,Regular,At-Gate,21,Open,None,43705,15011,89,01/30/2025 08:20,5.84,Z3
5823,01/29/2025 08:30,West,Regular,At-Gate,25,Open,None,43705,14122,89,01/30/2025 08:30,7.34,Z9
5824,01/29/2025 08:40,West,Regular,At-Gate,9,Open,None,43705,10845,89,01/30/2025 08:40,5.65,Z7
5825,01/29/2025 08:50,West,Regular,At-Gate,23,Open,None,43705,10655,89,01/30/2025 08:50,7.08,Z8
5826,01/29/2025 09:00,West,Regular,At-Gate,22,Open,None,43705,11310,89,01/30/2025 09:00,3.02,Z4
5827,01/29/2025 09:10,West,Regular,Pre,7,Open,None,43705,10795,89,01/30/2025 09:10,4.19,Z1
5828,01/29/2025 09:20,West,Regular,At-Gate,14,Open,None,43705,4727,89,01/30/2025 09:20,7.68,Z3
5829,01/29/2025 09:30,West,Regular,Pre,16,Open,None,43705,5710,89,01/30/2025 09:30,4.61,Z2
5830,01/29/2025 09:40,West,Regular,At-Gate,19,Open,None,43705,15598,89,01/30/2025 09:40,4.4,Z7
5831,01/29/2025 09:50,West,Regular,Pre,19,Open,None,43705,15221,89,01/30/2025 09:50,7.66,Z7
5832,01/29/2025 10:00,West,Regular,At-Gate,16,Open,None,43705,15070,89,01/30/2025 10:00,7.87,Z8
5833,01/29/2025 10:10,West,Regular,At-Gate,11,Open,None,43705,9482,89,01/30/2025 10:10,5.05,Z3
5834,01/29/2025 10:20,West,Regular,Pre,16,Open,None,43705,13289,89,01/30/2025 10:20,3.59,Z5
5835,01/29/2025 10:30,West,Regular,Pre,13,Open,None,43705,6673,89,01/30/2025 10:30,6.55,Z9
5836,01/29/2025 10:40,West,Regular,Pre,21,Open,None,43705,6397,89,01/30/2025 10:40,5.97,Z2
5837,01/29/2025 10:50,West,Regular,Pre,13,Open,None,43705,5647,89,01/30/2025 10:50,7.16,Z9
5838,01/29/2025 11:00,West,Regular,At-Gate,9,Open,None,43705,6705,89,01/30/2025 11:00,3.11,Z4
5839,01/29/2025 11:10,West,Regular,Pre,14,Open,None,43705,9046,89,01/30/2025 11:10,4.67,Z9
5840,01/30/2025 10:00,East,Regular,Pre,21,Open,None,55630,16757,95,01/31/2025 10:00,3.36,Z8
5841,01/30/2025 10:10,East,Regular,Pre,17,Open,None,55630,11496,95,01/31/2025 10:10,7.69,Z10
5842,01/30/2025 10:20,East,Regular,Pre,21,Open,None,55630,4840,95,01/31/2025 10:20,4.28,Z1
5843,01/30/2025 10:30,East,Regular,Pre,13,Open,None,55630,10884,95,01/31/2025 10:30,7.2,Z8
5844,01/30/2025 10:40,East,Regular,At-Gate,11,Open,None,55630,2313,95,01/31/2025 10:40,6.17,Z5
5845,01/30/2025 10:50,East,Regular,At-Gate,18,Open,None,55630,9252,95,01/31/2025 10:50,5.1,Z9
5846,01/30/2025 11:00,East,Regular,Pre,13,Open,None,55630,7638,95,01/31/2025 11:00,7.19,Z4
5847,01/30/2025 11:10,East,Regular,At-Gate,16,Open,None,55630,2556,95,01/31/2025 11:10,5.76,Z6
5848,01/30/2025 11:20,East,Regular,At-Gate,18,Open,None,55630,7071,95,01/31/2025 11:20,4.59,Z10
5849,01/30/2025 11:30,East,Regular,At-Gate,15,Open,None,55630,8185,95,01/31/2025 11:30,4.85,Z7
5850,01/30/2025 11:40,East,Regular,At-Gate,14,Open,None,55630,9378,95,01/31/2025 11:40,6.39,Z2
5851,01/30/2025 11:50,East,Regular,At-Gate,15,Open,None,55630,13667,95,01/31/2025 11:50,7.18,Z5
5852,01/30/2025 12:00,East,Regular,Pre,24,Open,None,55630,13970,95,01/31/2025 12:00,4.07,Z10
5853,01/30/2025 12:10,East,Regular,Pre,14,Open,None,55630,11256,95,01/31/2025 12:10,7.3,Z4
5854,01/30/2025 12:20,East,Regular,At-Gate,15,Open,None,55630,11938,95,01/31/2025 12:20,7.58,Z6
5855,01/30/2025 12:30,East,Regular,At-Gate,19,Open,None,55630,6584,95,01/31/2025 12:30,7.19,Z4
5856,01/30/2025 12:40,East,Regular,At-Gate,14,Open,None,55630,9863,95,01/31/2025 12:40,5.53,Z5
5857,01/30/2025 12:50,East,Regular,Pre,16,Open,None,55630,12669,95,01/31/2025 12:50,7.83,Z5
5858,01/30/2025 13:00,East,Regular,Pre,17,Open,None,55630,10094,95,01/31/2025 13:00,6.33,Z2
5859,01/30/2025 13:10,East,Regular,Pre,12,Open,None,55630,12521,95,01/31/2025 13:10,3.67,Z6
5860,01/31/2025 08:00,West,VIP,Pre,12,Open,None,54961,6278,94,02/01/2025 08:00,7.93,Z1
5861,01/31/2025 08:10,West,VIP,Pre,17,Open,None,54961,10446,94,02/01/2025 08:10,7.19,Z1
5862,01/31/2025 08:20,West,VIP,At-Gate,8,Open,None,54961,8203,94,02/01/2025 08:20,5.58,Z7
5863,01/31/2025 08:30,West,VIP,At-Gate,15,Open,None,54961,11331,94,02/01/2025 08:30,3.23,Z2
5864,01/31/2025 08:40,West,VIP,At-Gate,15,Open,None,54961,9084,94,02/01/2025 08:40,4.85,Z2
5865,01/31/2025 08:50,West,VIP,At-Gate,17,Open,None,54961,12389,94,02/01/2025 08:50,3.35,Z2
5866,01/31/2025 09:00,West,VIP,At-Gate,17,Open,None,54961,14205,94,02/01/2025 09:00,7.31,Z2
5867,01/31/2025 09:10,West,VIP,At-Gate,17,Open,None,54961,8510,94,02/01/2025 09:10,5.16,Z8
5868,01/31/2025 09:20,West,VIP,Pre,14,Open,None,54961,7175,94,02/01/2025 09:20,5.05,Z10
5869,01/31/2025 09:30,West,VIP,At-Gate,19,Open,None,54961,8428,94,02/01/2025 09:30,4.3,Z5
5870,01/31/2025 09:40,West,VIP,At-Gate,18,Open,None,54961,10440,94,02/01/2025 09:40,5.53,Z3
5871,01/31/2025 09:50,West,VIP,At-Gate,10,Open,None,54961,7560,94,02/01/2025 09:50,6.17,Z8
5872,01/31/2025 10:00,West,VIP,Pre,18,Open,None,54961,13737,94,02/01/2025 10:00,6.47,Z9
5873,01/31/2025 10:10,West,VIP,Pre,20,Open,None,54961,4040,94,02/01/2025 10:10,7.15,Z7
5874,01/31/2025 10:20,West,VIP,Pre,16,Open,None,54961,9679,94,02/01/2025 10:20,6.55,Z1
5875,01/31/2025 10:30,West,VIP,Pre,16,Open,None,54961,10279,94,02/01/2025 10:30,7.41,Z7
5876,01/31/2025 10:40,West,VIP,Pre,29,Open,None,54961,9279,94,02/01/2025 10:40,6.92,Z7
5877,01/31/2025 10:50,West,VIP,At-Gate,15,Open,None,54961,11990,94,02/01/2025 10:50,3.13,Z10
5878,01/31/2025 11:00,West,VIP,At-Gate,13,Open,None,54961,8778,94,02/01/2025 11:00,6.28,Z7
5879,01/31/2025 11:10,West,VIP,Pre,23,Open,None,54961,12799,94,02/01/2025 11:10,6.81,Z4
5880,02/01/2025 10:00,West,VIP,At-Gate,18,Open,None,55456,4169,91,02/02/2025 10:00,7.82,Z2
5881,02/01/2025 10:10,West,VIP,Pre,14,Open,None,55456,14201,91,02/02/2025 10:10,7.64,Z2
5882,02/01/2025 10:20,West,VIP,At-Gate,17,Open,None,55456,8431,91,02/02/2025 10:20,7.58,Z9
5883,02/01/2025 10:30,West,VIP,Pre,14,Open,None,55456,12969,91,02/02/2025 10:30,6.85,Z5
5884,02/01/2025 10:40,West,VIP,At-Gate,18,Open,None,55456,4068,91,02/02/2025 10:40,6.33,Z4
5885,02/01/2025 10:50,West,VIP,At-Gate,20,Open,None,55456,13453,91,02/02/2025 10:50,7.74,Z3
5886,02/01/2025 11:00,West,VIP,Pre,9,Open,None,55456,8082,91,02/02/2025 11:00,4.51,Z3
5887,02/01/2025 11:10,West,VIP,At-Gate,8,Open,None,55456,16620,91,02/02/2025 11:10,5.17,Z3
5888,02/01/2025 11:20,West,VIP,Pre,20,Open,None,55456,13339,91,02/02/2025 11:20,4.48,Z2
5889,02/01/2025 11:30,West,VIP,Pre,15,Open,None,55456,14960,91,02/02/2025 11:30,7.19,Z2
5890,02/01/2025 11:40,West,VIP,At-Gate,13,Open,None,55456,5388,91,02/02/2025 11:40,6.31,Z2
5891,02/01/2025 11:50,West,VIP,At-Gate,16,Open,None,55456,11137,91,02/02/2025 11:50,3.05,Z4
5892,02/01/2025 12:00,West,VIP,Pre,7,Open,None,55456,4741,91,02/02/2025 12:00,4.68,Z9
5893,02/01/2025 12:10,West,VIP,Pre,20,Open,None,55456,10675,91,02/02/2025 12:10,6.4,Z2
5894,02/01/2025 12:20,West,VIP,Pre,14,Open,None,55456,9543,91,02/02/2025 12:20,3.96,Z7
5895,02/01/2025 12:30,West,VIP,Pre,12,Open,None,55456,12915,91,02/02/2025 12:30,5.95,Z8
5896,02/01/2025 12:40,West,VIP,Pre,10,Open,None,55456,10197,91,02/02/2025 12:40,5.0,Z8
5897,02/01/2025 12:50,West,VIP,Pre,15,Open,None,55456,10259,91,02/02/2025 12:50,7.01,Z3
5898,02/01/2025 13:00,West,VIP,At-Gate,19,Open,None,55456,8311,91,02/02/2025 13:00,7.58,Z1
5899,02/01/2025 13:10,West,VIP,At-Gate,10,Open,None,55456,7726,91,02/02/2025 13:10,4.58,Z9
5900,02/02/2025 14:00,North,Regular,Pre,19,Open,None,46981,9534,89,02/03/2025 14:00,5.5,Z4
5901,02/02/2025 14:10,North,Regular,At-Gate,22,Open,None,46981,8294,89,02/03/2025 14:10,3.37,Z4
5902,02/02/2025 14:20,North,Regular,At-Gate,16,Open,None,46981,10313,89,02/03/2025 14:20,3.08,Z9
5903,02/02/2025 14:30,North,Regular,At-Gate,10,Open,None,46981,9661,89,02/03/2025 14:30,5.28,Z3
5904,02/02/2025 14:40,North,Regular,At-Gate,12,Open,None,46981,10174,89,02/03/2025 14:40,5.66,Z4
5905,02/02/2025 14:50,North,Regular,At-Gate,22,Open,None,46981,8296,89,02/03/2025 14:50,5.72,Z7
5906,02/02/2025 15:00,North,Regular,At-Gate,8,Open,None,46981,7592,89,02/03/2025 15:00,3.94,Z5
5907,02/02/2025 15:10,North,Regular,At-Gate,17,Open,None,46981,10611,89,02/03/2025 15:10,3.28,Z3
5908,02/02/2025 15:20,North,Regular,Pre,9,Open,None,46981,11495,89,02/03/2025 15:20,6.65,Z3
5909,02/02/2025 15:30,North,Regular,At-Gate,18,Open,None,46981,14236,89,02/03/2025 15:30,4.28,Z9
5910,02/02/2025 15:40,North,Regular,Pre,19,Open,None,46981,8622,89,02/03/2025 15:40,5.26,Z3
5911,02/02/2025 15:50,North,Regular,Pre,19,Open,None,46981,12130,89,02/03/2025 15:50,4.14,Z2
5912,02/02/2025 16:00,North,Regular,Pre,10,Open,None,46981,13415,89,02/03/2025 16:00,3.89,Z8
5913,02/02/2025 16:10,North,Regular,Pre,12,Open,None,46981,11410,89,02/03/2025 16:10,4.71,Z2
5914,02/02/2025 16:20,North,Regular,At-Gate,21,Open,None,46981,14271,89,02/03/2025 16:20,5.47,Z10
5915,02/02/2025 16:30,North,Regular,Pre,21,Open,None,46981,11881,89,02/03/2025 16:30,3.63,Z10
5916,02/02/2025 16:40,North,Regular,Pre,14,Open,None,46981,10760,89,02/03/2025 16:40,3.62,Z7
5917,02/02/2025 16:50,North,Regular,Pre,15,Open,None,46981,10015,89,02/03/2025 16:50,4.86,Z10
5918,02/02/2025 17:00,North,Regular,At-Gate,13,Open,None,46981,3231,89,02/03/2025 17:00,3.32,Z9
5919,02/02/2025 17:10,North,Regular,At-Gate,19,Open,None,46981,7461,89,02/03/2025 17:10,3.43,Z9
5920,02/03/2025 12:00,West,Economy,At-Gate,13,Open,None,46242,13727,98,02/04/2025 12:00,4.55,Z5
5921,02/03/2025 12:10,West,Economy,Pre,11,Open,None,46242,13358,98,02/04/2025 12:10,5.03,Z2
5922,02/03/2025 12:20,West,Economy,At-Gate,18,Open,None,46242,12945,98,02/04/2025 12:20,6.32,Z1
5923,02/03/2025 12:30,West,Economy,At-Gate,11,Open,None,46242,13415,98,02/04/2025 12:30,7.53,Z10
5924,02/03/2025 12:40,West,Economy,At-Gate,22,Open,None,46242,10881,98,02/04/2025 12:40,6.73,Z7
5925,02/03/2025 12:50,West,Economy,Pre,20,Open,None,46242,13876,98,02/04/2025 12:50,6.04,Z10
5926,02/03/2025 13:00,West,Economy,At-Gate,14,Open,None,46242,8432,98,02/04/2025 13:00,6.65,Z10
5927,02/03/2025 13:10,West,Economy,Pre,18,Open,None,46242,8811,98,02/04/2025 13:10,6.96,Z7
5928,02/03/2025 13:20,West,Economy,At-Gate,26,Open,None,46242,15169,98,02/04/2025 13:20,7.11,Z8
5929,02/03/2025 13:30,West,Economy,Pre,16,Open,None,46242,6804,98,02/04/2025 13:30,4.55,Z2
5930,02/03/2025 13:40,West,Economy,At-Gate,17,Open,None,46242,9039,98,02/04/2025 13:40,3.53,Z3
5931,02/03/2025 13:50,West,Economy,Pre,15,Open,None,46242,12872,98,02/04/2025 13:50,4.99,Z2
5932,02/03/2025 14:00,West,Economy,At-Gate,19,Open,None,46242,10188,98,02/04/2025 14:00,3.28,Z2
5933,02/03/2025 14:10,West,Economy,Pre,13,Open,None,46242,13567,98,02/04/2025 14:10,6.78,Z6
5934,02/03/2025 14:20,West,Economy,Pre,10,Open,None,46242,9873,98,02/04/2025 14:20,6.01,Z2
5935,02/03/2025 14:30,West,Economy,Pre,21,Open,None,46242,8935,98,02/04/2025 14:30,5.87,Z1
5936,02/03/2025 14:40,West,Economy,Pre,15,Open,None,46242,10792,98,02/04/2025 14:40,3.68,Z8
5937,02/03/2025 14:50,West,Economy,Pre,22,Open,None,46242,10658,98,02/04/2025 14:50,7.31,Z3
5938,02/03/2025 15:00,West,Economy,Pre,20,Open,None,46242,8904,98,02/04/2025 15:00,6.14,Z10
5939,02/03/2025 15:10,West,Economy,Pre,20,Open,None,46242,13835,98,02/04/2025 15:10,4.55,Z7
5940,02/04/2025 10:00,West,Regular,At-Gate,19,Open,None,63687,9215,94,02/05/2025 10:00,6.65,Z7
5941,02/04/2025 10:10,West,Regular,Pre,18,Open,None,63687,14262,94,02/05/2025 10:10,3.31,Z6
5942,02/04/2025 10:20,West,Regular,Pre,21,Open,None,63687,12515,94,02/05/2025 10:20,5.58,Z10
5943,02/04/2025 10:30,West,Regular,Pre,11,Open,None,63687,7394,94,02/05/2025 10:30,7.65,Z7
5944,02/04/2025 10:40,West,Regular,Pre,16,Open,None,63687,6938,94,02/05/2025 10:40,4.68,Z4
5945,02/04/2025 10:50,West,Regular,At-Gate,12,Open,None,63687,13023,94,02/05/2025 10:50,6.22,Z9
5946,02/04/2025 11:00,West,Regular,Pre,19,Open,None,63687,10627,94,02/05/2025 11:00,7.4,Z1
5947,02/04/2025 11:10,West,Regular,Pre,20,Open,None,63687,4564,94,02/05/2025 11:10,5.01,Z4
5948,02/04/2025 11:20,West,Regular,Pre,8,Open,None,63687,8501,94,02/05/2025 11:20,6.05,Z5
5949,02/04/2025 11:30,West,Regular,At-Gate,17,Open,None,63687,6336,94,02/05/2025 11:30,6.82,Z1
5950,02/04/2025 11:40,West,Regular,Pre,14,Open,None,63687,15071,94,02/05/2025 11:40,5.78,Z4
5951,02/04/2025 11:50,West,Regular,At-Gate,18,Open,None,63687,11114,94,02/05/2025 11:50,5.62,Z3
5952,02/04/2025 12:00,West,Regular,Pre,17,Open,None,63687,8575,94,02/05/2025 12:00,7.76,Z1
5953,02/04/2025 12:10,West,Regular,At-Gate,17,Closed,Overcrowding,63687,19138,94,02/05/2025 12:10,5.9,Z6
5954,02/04/2025 12:20,West,Regular,Pre,14,Closed,Blockage,63687,19166,94,02/05/2025 12:20,4.01,Z9
5955,02/04/2025 12:30,West,Regular,Pre,17,Closed,Blockage,63687,20000,94,02/05/2025 12:30,5.7,Z4
5956,02/04/2025 12:40,West,Regular,At-Gate,18,Open,None,63687,9442,94,02/05/2025 12:40,4.92,Z1
5957,02/04/2025 12:50,West,Regular,At-Gate,21,Open,None,63687,5974,94,02/05/2025 12:50,5.85,Z6
5958,02/04/2025 13:00,West,Regular,At-Gate,13,Open,None,63687,18031,94,02/05/2025 13:00,4.21,Z5
5959,02/04/2025 13:10,West,Regular,At-Gate,13,Open,None,63687,10636,94,02/05/2025 13:10,7.0,Z10
5960,02/05/2025 08:00,North,VIP,Pre,12,Open,None,54466,10842,94,02/06/2025 08:00,4.06,Z10
5961,02/05/2025 08:10,North,VIP,At-Gate,13,Open,None,54466,10320,94,02/06/2025 08:10,5.93,Z7
5962,02/05/2025 08:20,North,VIP,At-Gate,9,Open,None,54466,11638,94,02/06/2025 08:20,3.58,Z1
5963,02/05/2025 08:30,North,VIP,Pre,28,Open,None,54466,12119,94,02/06/2025 08:30,7.98,Z2
5964,02/05/2025 08:40,North,VIP,At-Gate,21,Open,None,54466,4342,94,02/06/2025 08:40,3.94,Z10
5965,02/05/2025 08:50,North,VIP,Pre,7,Closed,Blockage,54466,20000,94,02/06/2025 08:50,3.51,Z7
5966,02/05/2025 09:00,North,VIP,Pre,17,Closed,Blockage,54466,19387,94,02/06/2025 09:00,7.41,Z7
5967,02/05/2025 09:10,North,VIP,At-Gate,17,Closed,Overcrowding,54466,17314,94,02/06/2025 09:10,7.74,Z1
5968,02/05/2025 09:20,North,VIP,At-Gate,16,Open,None,54466,15615,94,02/06/2025 09:20,3.9,Z10
5969,02/05/2025 09:30,North,VIP,Pre,8,Open,None,54466,14553,94,02/06/2025 09:30,4.52,Z10
5970,02/05/2025 09:40,North,VIP,At-Gate,17,Open,None,54466,10214,94,02/06/2025 09:40,6.39,Z10
5971,02/05/2025 09:50,North,VIP,At-Gate,15,Open,None,54466,5509,94,02/06/2025 09:50,4.16,Z9
5972,02/05/2025 10:00,North,VIP,Pre,25,Open,None,54466,2000,94,02/06/2025 10:00,6.29,Z2
5973,02/05/2025 10:10,North,VIP,Pre,25,Open,None,54466,7387,94,02/06/2025 10:10,6.4,Z6
5974,02/05/2025 10:20,North,VIP,At-Gate,12,Open,None,54466,8473,94,02/06/2025 10:20,3.65,Z4
5975,02/05/2025 10:30,North,VIP,Pre,19,Open,None,54466,13918,94,02/06/2025 10:30,5.21,Z8
5976,02/05/2025 10:40,North,VIP,Pre,17,Open,None,54466,6280,94,02/06/2025 10:40,6.95,Z7
5977,02/05/2025 10:50,North,VIP,Pre,16,Open,None,54466,4942,94,02/06/2025 10:50,5.04,Z5
5978,02/05/2025 11:00,North,VIP,At-Gate,15,Open,None,54466,15119,94,02/06/2025 11:00,5.06,Z4
5979,02/05/2025 11:10,North,VIP,At-Gate,17,Open,None,54466,15214,94,02/06/2025 11:10,3.24,Z10
5980,02/06/2025 10:00,East,Economy,Pre,18,Open,None,56529,14263,91,02/07/2025 10:00,3.3,Z10
5981,02/06/2025 10:10,East,Economy,Pre,19,Open,None,56529,10242,91,02/07/2025 10:10,3.8,Z1
5982,02/06/2025 10:20,East,Economy,At-Gate,17,Open,None,56529,6677,91,02/07/2025 10:20,5.19,Z1
